,CAS,logBCF,Dataset,SMILES
577,78-87-5,0.71,uci,CC(CCl)Cl
578,78-79-5,1.22,uci,CC(=C)C=C
579,76-44-8,3.95,uci,ClC12C3C(C(C1(Cl)Cl)(C(=C2Cl)Cl)Cl)C=CC3Cl
580,76-13-1,1.66,uci,FC(C(F)(Cl)Cl)(F)Cl
581,76-12-0,1.84,uci,FC(C(F)(Cl)Cl)(Cl)Cl
582,76-03-9,0.13,uci,ClC(C(=O)O)(Cl)Cl
583,760-23-6,0.86,uci,C=CC(CCl)Cl
584,75-98-9,0.23,uci,O=C(O)C(C)(C)C
585,75-71-8,0.84,uci,FC(F)(Cl)Cl
586,75-65-0,0.54,uci,CC(C)(C)O
587,75627-02-0,2.96,uci,o2c1c(cc(c(c1c3c2c(c(cc3Cl)Cl)Cl)Cl)Cl)Cl
588,75-35-4,1.0,uci,C=C(Cl)Cl
589,75-25-2,1.18,uci,BrC(Br)Br
590,75-15-0,1.29,uci,C(=S)=S
591,75-09-2,1.22,uci,ClCCl
592,74-97-5,0.53,uci,ClCBr
593,74918-40-4,3.01,uci,Clc1cc2c(c3c(o2)c(ccc3)Cl)cc1
594,74-31-7,3.13,uci,N(c1ccc(cc1)Nc1ccccc1)c1ccccc1
595,764-13-6,2.41,uci,CC(=CC=C(C)C)C
596,767-00-0,0.91,uci,N#Cc1ccc(O)cc1
597,78-63-7,3.48,uci,O(OC(C)(C)CCC(OOC(C)(C)C)(C)C)C(C)(C)C
598,76738-62-0,1.64,uci,OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C
599,78-59-1,0.35,uci,CC1(C)CC(=CC(=O)C1)C
600,78587-05-0,3.04,uci,O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C
601,78-51-3,0.67,uci,O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC
602,78-48-8,3.48,uci,O=P(SCCCC)(SCCCC)SCCCC
603,78-42-2,1.36,uci,O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC
604,78-40-0,0.01,uci,O=P(OCC)(OCC)OCC
605,78-30-8,2.9,uci,O=P(Oc1ccccc1C)(Oc2ccccc2C)Oc3ccccc3C
606,782-74-1,3.68,uci,Clc1c(cccc1)NNc1c(cccc1)Cl
607,779-02-2,2.72,uci,Cc1c2c(cc3c1cccc3)cccc2
608,77-73-6,2.38,uci,C1C2C(C3CC2C=C3)C=C1
609,7756-94-7,3.42,uci,C=C(C)CCC(C)CCC(C)C
610,77-47-4,1.18,uci,C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl
611,76-93-7,0.02,uci,OC(c1ccccc1)(c1ccccc1)C(=O)O
612,76-87-9,3.49,uci,O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
613,76-83-5,2.63,uci,ClC(c1ccccc1)(c1ccccc1)c1ccccc1
614,27314-13-2,1.45,uci,O=C1C(=C(C=NN1c2cccc(c2)C(F)(F)F)NC)Cl
615,99-99-0,0.91,uci,O=[N+](c1ccc(cc1)C)[O-]
616,112281-77-3,1.55,uci,FC(F)C(F)(F)OCC(c1ccc(cc1Cl)Cl)Cn2ncnc2
617,132-64-9,3.19,uci,c1cccc2c1c1ccccc1o2
618,118-74-1,4.27,uci,Clc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl
619,118-79-6,2.71,uci,Oc1c(cc(cc1Br)Br)Br
620,118-83-2,1.95,uci,FC(c1c(ccc(c1)Cl)[N+](=O)[O-])(F)F
621,118-91-2,0.75,uci,Clc1c(cccc1)C(=O)O
622,118-96-7,0.99,uci,O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-]
623,119-12-0,0.77,uci,O=C1C=CC(=NN1c2ccccc2)OP(OCC)(OCC)=S
624,119168-77-3,1.14,uci,O=C(NCc1ccc(cc1)C(C)(C)C)c2c(c(nn2C)CC)Cl
625,119-33-5,0.96,uci,Oc1ccc(cc1[N+](=O)[O-])C
626,119446-68-3,2.5,uci,n1cnn(c1)CC2(OCC(O2)C)c4ccc(Oc3ccc(cc3)Cl)cc4Cl
627,1194-65-6,2.0,uci,N#Cc1c(cccc1Cl)Cl
628,119-47-1,2.67,uci,Oc1c(cc(cc1Cc1c(c(cc(c1)C)C(C)(C)C)O)C)C(C)(C)C
629,119-56-2,1.82,uci,OC(c1ccccc1)c2ccc(cc2)Cl
630,119-61-9,1.01,uci,O=C(c1ccccc1)c1ccccc1
631,119-64-2,2.5,uci,c1c2c(ccc1)CCCC2
632,119738-06-6,2.53,uci,O=C(OCC1OCCC1)C(Oc4ccc(Oc2nc3ccc(cc3(nc2))Cl)cc4)C
633,119-93-7,1.64,uci,Cc1c(ccc(c1)c1cc(c(cc1)N)C)N
634,120068-37-3,2.51,uci,N#Cc1nn(c(N)c1S(=O)C(F)(F)F)c2c(cc(cc2Cl)C(F)(F)F)Cl
635,120116-88-3,2.46,uci,N#Cc2nc(c(c1ccc(cc1)C)n2S(=O)(=O)N(C)C)Cl
636,120-12-7,3.26,uci,c1c2c(cc3c1cccc3)cccc2
637,120-52-5,0.43,uci,O=C(ON=C2C=CC(=NOC(=O)c1ccccc1)C=C2)c3ccccc3
638,120-54-7,1.18,uci,C(N1CCCCC1)(=S)SSSSC(N2CCCCC2)=S
639,120-71-8,0.69,uci,Nc1cc(ccc1OC)C
640,120-78-5,1.29,uci,C1=CC=C2C(=C1)N=C(S2)SSC3=NC4=CC=CC=C4S3
641,118-44-5,2.35,uci,c1ccc2c(c1)cccc2(NCC)
642,118-32-1,0.5,uci,O=S(=O)(c1cc(cc2c1cc(cc2)O)S(=O)(=O)O)O
643,118134-30-8,1.9,uci,O1CC(OC12(CCC(CC2)C(C)(C)C))CN(CC)CCC
644,115-28-6,0.08,uci,ClC12C(C(C(C1(Cl)Cl)(C(=C2Cl)Cl)Cl)C(=O)O)C(=O)O
645,111479-05-1,2.77,uci,O=C(OCCON=C(C)C)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C
646,1116-76-3,1.95,uci,CCCCCCCCN(CCCCCCCC)CCCCCCCC
647,111-84-2,3.15,uci,CCCCCCCCC
648,111-94-4,-0.13,uci,N#CCCNCCC#N
649,26898-17-9,4.0,uci,c1ccc(cc1)Cc2ccc(c(c2)C)Cc3ccccc3
650,112-40-3,2.59,uci,CCCCCCCCCCCC
651,112410-23-8,1.84,uci,O=C(NN(C(=O)c1cc(cc(c1)C)C)C(C)(C)C)c2ccc(cc2)CC
652,112-41-4,3.4,uci,CCCCCCCCCCC=C
653,1141-38-4,0.68,uci,OC(=O)c1cc2ccc(cc2cc1)C(=O)O
654,114369-43-6,2.2,uci,N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl
655,115-29-7,3.44,uci,O=S1OCC2C(CO1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
656,117-81-7,2.38,uci,O=C(c1c(cccc1)C(=O)OCC(CCCC)CC)OCC(CCCC)CC
657,115-32-2,3.78,uci,OC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)C(Cl)(Cl)Cl
658,115-77-5,0.03,uci,OCC(CO)(CO)CO
659,115-86-6,2.38,uci,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3
660,115-90-2,1.68,uci,CCOP(=S)(Oc1ccc(cc1)S(=O)C)OCC
661,115-96-8,0.16,uci,O=P(OCCCl)(OCCCl)OCCCl
662,1163-19-5,2.29,uci,O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br
663,116714-46-6,3.32,uci,O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(OC(F)(F)C(F)OC(F)(F)F)c(c2)Cl
664,117-18-0,3.25,uci,O=[N+]([O-])c1c(c(cc(c1Cl)Cl)Cl)Cl
665,117428-22-5,2.46,uci,O=C(OC)C(=COC)c1ccccc1COc2nc(ccc2)C(F)(F)F
666,117-79-3,1.55,uci,O=C1c2cc(ccc2C(=O)c2c1cccc2)N
667,120-82-1,3.19,uci,Clc1c(ccc(c1)Cl)Cl
668,120-83-2,1.71,uci,Clc1c(ccc(c1)Cl)O
669,120928-09-8,2.84,uci,n1cnc3ccccc3(c1OCCc2ccc(cc2)C(C)(C)C)
670,129-00-0,2.97,uci,c1c2c3c4c(c1)cccc4ccc3ccc2
671,126-72-7,0.45,uci,O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br
672,126-73-8,1.38,uci,O=P(OCCCC)(OCCCC)OCCCC
673,126833-17-8,2.2,uci,O=C(Nc1ccc(O)c(c1Cl)Cl)C2(C)(CCCCC2)
674,127-18-4,1.78,uci,ClC(=C(Cl)Cl)Cl
675,127-20-8,0.76,uci,O=C(O)C(C)(Cl)Cl
676,127-27-5,1.92,uci,O=C(O)C2(C)(CCCC3(C)(C1C(=CC(C=C)(C)CC1)CCC23))
677,127-68-4,0.7,uci,O=[N+]([O-])c1cccc(c1)S(=O)(=O)O
678,127-90-2,3.39,uci,ClC(Cl)(Cl)C(COCC(C(Cl)(Cl)Cl)Cl)Cl
679,128-37-0,3.12,uci,Oc1c(cc(cc1C(C)(C)C)C)C(C)(C)C
680,128639-02-1,2.25,uci,O=C(OCC)C(Cc1cc(c(F)cc1Cl)N2N=C(N(C2(=O))C(F)F)C)Cl
681,129-43-1,2.31,uci,O=C1c2c(cccc2O)C(=O)c2c1cccc2
682,126448-41-7/135158-54-2,2.07,uci,OC(c2cccc1nnsc12)=S
683,129630-19-9,0.38,uci,O=C(OCC)COc1cc(c(F)cc1Cl)c2nn(c(OC(F)F)c2Cl)C
684,13029-08-8,3.64,uci,Clc1c(cccc1)c1c(cccc1)Cl
685,13071-79-9,2.73,uci,CCOP(=S)(SCSC(C)(C)C)OCC
686,131-09-9,2.31,uci,O=C1c2c(ccc(c2)Cl)C(=O)c2c1cccc2
687,13116-53-5,1.6,uci,ClC(CCl)(CCl)Cl
688,131341-86-1,2.56,uci,N#Cc1c[nH]cc1c3cccc2OC(F)(F)Oc23
689,13150-81-7,3.18,uci,CC(CCCC(CCCC)C)C
690,131-57-7,2.03,uci,O=C(c1c(cc(cc1)OC)O)c1ccccc1
691,131807-57-3,3.48,uci,O=C4OC(c2ccc(Oc1ccccc1)cc2)(C(=O)N4(Nc3ccccc3))C
692,131983-72-7,0.78,uci,O=C(OCC)C1CC(=O)C(C(=O)C1)=C(O)C2CC2
693,126690-66-2,3.29,uci,CC(C=C(CC(C)C)C)C
694,126-33-0,0.62,uci,O=S1(=O)CCCC1
695,121-14-2,0.9,uci,O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])C
696,1222-05-5,3.02,uci,CC1COCc2c1cc1c(c2)C(C(C1(C)C)C)(C)C
697,1212-29-9,0.65,uci,N(C(NC1CCCCC1)=S)C2CCCCC2
698,121-44-8,0.45,uci,CCN(CC)CC
699,121-69-7,0.96,uci,CN(c1ccccc1)C
700,121-73-3,1.89,uci,O=[N+]([O-])c1cccc(c1)Cl
701,121-75-5,1.26,uci,O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S
702,121-82-4,0.3,uci,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1
703,121-92-6,0.6,uci,OC(=O)c1cccc(c1)[N+](=O)[O-]
704,122008-85-9,0.88,uci,N#Cc2ccc(Oc1ccc(OC(C(=O)OCCCC)C)cc1)c(F)c2
705,122-14-5,1.89,uci,S=P(Oc1cc(c(cc1)[N+](=O)[O-])C)(OC)OC
706,122-20-3,-0.49,uci,CC(CN(CC(C)O)CC(C)O)O
707,122-32-7,2.54,uci,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCCCCCCCC
708,126-30-7,0.42,uci,CC(CO)(CO)C
709,122-34-9,0.84,uci,n1c(nc(nc1NCC)Cl)NCC
710,122-39-4,2.24,uci,N(c1ccccc1)c1ccccc1
711,123251-96-7,-0.1,uci,Nc1c(cc(cc1Cl)c1cc(c(c(c1)Cl)N)S(=O)(=O)O)S(=O)(=O)O
712,123-48-8,3.29,uci,CC(CC(=CC(C)(C)C)C)(C)C
713,123-63-7,0.28,uci,CC1OC(OC(O1)C)C
714,123-91-1,-0.29,uci,C1COCCO1
715,124-11-8,3.18,uci,CCCCCCCC=C
716,1241-94-7,2.59,uci,O=P(Oc1ccccc1)(Oc1ccccc1)OCC(CCCC)CC
717,124495-18-7,3.7,uci,Fc3ccc(Oc2ccnc1cc(cc(c12)Cl)Cl)cc3
718,125116-23-6,2.11,uci,OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C)(C))
719,111-44-4,0.62,uci,ClCCOCCCl
720,111-41-1,0.29,uci,NCCNCCO
721,111-40-0,0.5,uci,NCCNCCN
722,101-81-5,2.97,uci,C(c1ccccc1)c1ccccc1
723,100-80-1,1.55,uci,C=Cc1cccc(c1)C
724,101007-06-1,2.73,uci,N#CC(OC(=O)C1C(C=CC(=O)OC(C(F)(F)F)C(F)(F)F)C1(C)(C))c3cccc(Oc2ccccc2)c3
725,101-02-0,2.39,uci,O(c1ccccc1)P(Oc2ccccc2)Oc3ccccc3
726,10113-28-7,2.76,uci,O=P(OC)(OC)Oc1ccccc1
727,101-14-4,2.33,uci,Clc1c(ccc(c1)Cc1cc(c(cc1)N)Cl)N
728,101-20-2,1.99,uci,O=C(Nc1ccc(c(c1)Cl)Cl)Nc1ccc(cc1)Cl
729,101-21-3,2.16,uci,O=C(OC(C)C)Nc1cccc(c1)Cl
730,1014-70-6,0.31,uci,n1c(nc(nc1NCC)SC)NCC
731,101-53-1,1.4,uci,Oc1ccc(cc1)Cc1ccccc1
732,101-77-9,1.12,uci,Nc1ccc(cc1)Cc1ccc(cc1)N
733,101-84-8,2.57,uci,O(c1ccccc1)c1ccccc1
734,100-43-6,1.89,uci,C=Cc1ccncc1
735,102-06-7,1.05,uci,N=C(Nc1ccccc1)Nc1ccccc1
736,102-70-5,0.54,uci,C=CCN(CC=C)CC=C
737,102-71-6,0.35,uci,OCCN(CCO)CCO
738,102-82-9,1.3,uci,N(CCCC)(CCCC)CCCC
739,102851-06-9,2.3,uci,N#CC(OC(=O)C(Nc1ccc(cc1Cl)C(F)(F)F)C(C)C)c3cccc(Oc2ccccc2)c3
740,10315-98-7,0.23,uci,O1CCN(CC1)CC(C)C
741,10319-14-9,1.06,uci,O=C1C(c2nc3c(c(c2O)Br)cccc3)C(=O)c2c1cccc2
742,103-44-6,2.94,uci,CCC(CCCC)COC=C
743,103-50-4,2.48,uci,C(c1ccccc1)OCc1ccccc1
744,103-69-5,1.05,uci,CCNc1ccccc1
745,100-61-8,0.83,uci,CNc1ccccc1
746,100-42-5,1.13,uci,C=Cc1ccccc1
747,104294-16-8,3.95,uci,Clc1c(c(cc(c1)Cl)Cl)Oc1ccc(cc1Cl)Cl
748,65-85-0,1.0,uci,O=C(O)c1ccccc1
749,105-67-9,1.18,uci,Oc1ccc(cc1C)C
750,108-39-4,1.03,uci,Oc1cccc(c1)C
751,113136-77-9,-0.4,uci,O=C(O)C2CC2(C(=O)Nc1ccc(cc1Cl)Cl)
752,114311-32-9,-1.0,uci,O=C(O)c2cc(cnc2(C1=NC(=O)C(N1)(C)C(C)C))COC
753,1689-84-5,0.84,uci,N#Cc1cc(c(O)c(c1)Br)Br
754,178928-70-6,1.27,uci,OC(Cc1ccccc1Cl)(CN2N=CNC2=S)C3(CC3)Cl
755,22259-30-9,0.0,uci,O=C(Oc1cccc(N=CN(C)C)c1)NC
756,2460-49-3,1.98,uci,Oc1cc(c(cc1(OC))Cl)Cl
757,25155-30-0,2.02,uci,O=S(=O)(O)c1ccccc1CCCCCCCCCCCC
758,57057-83-7,2.46,uci,Oc1cc(c(c(c1(OC))Cl)Cl)Cl
759,74051-80-2,0.93,uci,O=C1C(=C(O)CC(C1)CC(C)SCC)C(=NOCC)CCC
760,100-40-3,2.24,uci,C=CC1CCC=CC1
761,74-11-3,1.0,uci,O=C(O)c1ccc(cc1)Cl
762,93-72-1,1.76,uci,O=C(O)C(Oc1cc(c(cc1Cl)Cl)Cl)C
763,93-76-5,1.38,uci,O=C(O)COc1cc(c(cc1Cl)Cl)Cl
764,100-00-5,1.46,uci,O=[N+](c1ccc(cc1)Cl)[O-]
765,100-01-6,0.65,uci,O=[N+](c1ccc(cc1)N)[O-]
766,100-02-7,0.74,uci,O=[N+](c1ccc(cc1)O)[O-]
767,100-17-4,0.93,uci,O=[N+](c1ccc(cc1)OC)[O-]
768,100-18-5,3.24,uci,c1cc(ccc1C(C)C)C(C)C
769,100-25-4,-0.4,uci,O=[N+]([O-])c1ccc(cc1)[N+](=O)[O-]
770,100-26-5,0.56,uci,OC(=O)c1ccc(nc1)C(=O)O
771,103-83-3,1.05,uci,CN(Cc1ccccc1)C
772,104-40-5,2.57,uci,Oc1ccc(cc1)CCCCCCCCC
773,110-98-5,0.56,uci,CC(COCC(C)O)O
774,108-88-3,0.92,uci,c1ccc(cc1)C
775,108-45-2,0.81,uci,Nc1cc(ccc1)N
776,108-57-6,2.54,uci,C=Cc1cccc(C=C)c1
777,108-60-1,1.02,uci,CC(OC(CCl)C)CCl
778,108-62-3,1.04,uci,O1C(OC(OC(OC1C)C)C)C
779,108-67-8,2.35,uci,Cc1cc(cc(c1)C)C
780,108-70-3,3.14,uci,Clc1cc(cc(c1)Cl)Cl
781,108-78-1,0.33,uci,Nc1nc(nc(n1)N)N
782,108-80-5,-0.48,uci,Oc1nc(nc(n1)O)O
783,108-86-1,1.4,uci,Brc1ccccc1
784,108-87-2,2.32,uci,CC1CCCCC1
785,108-90-7,1.31,uci,Clc1ccccc1
786,108-42-9,0.33,uci,Nc1cccc(c1)Cl
787,108-95-2,0.9,uci,Oc1ccccc1
788,109-09-1,1.03,uci,Clc1ccccn1
789,109-69-3,1.22,uci,CCCCCl
790,110-00-9,0.52,uci,c1cocc1
791,110-02-1,0.79,uci,c1cscc1
792,110235-47-7,2.45,uci,C(#CC)c1nc(nc(c1)C)Nc2ccccc2
793,110-30-5,0.32,uci,O=C(NCCNC(=O)CCCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC
794,110-82-7,1.94,uci,C1CCCCC1
795,110-85-0,0.41,uci,C1CNCCN1
796,110-91-8,0.22,uci,O1CCNCC1
797,108-43-0,1.14,uci,Oc1cc(ccc1)Cl
798,108-38-3,1.17,uci,c1cc(cc(c1)C)C
799,10453-86-8,3.55,uci,CC(=CC1C(C1(C)C)C(=O)OCc1coc(c1)Cc1ccccc1)C
800,106-42-3,1.17,uci,c1cc(ccc1C)C
801,104653-34-1,4.6,uci,O=C2c1ccccc1SC(O)=C2C6c3ccccc3CC(c4ccc(cc4)c5ccc(cc5)Br)C6
802,104-88-1,0.32,uci,O=Cc1ccc(cc1)Cl
803,10496-18-1,1.15,uci,CCCCCCCCCCSSCCCCCCCCCC
804,105-05-5,2.71,uci,CCc1ccc(cc1)CC
805,105-06-6,2.48,uci,C=Cc1ccc(C=C)cc1
806,10541-83-0,0.07,uci,CNc1ccc(cc1)C(=O)O
807,105512-06-9,1.53,uci,O=C(OCC#C)C(Oc2ccc(Oc1ncc(cc1(F))Cl)cc2)C
808,10605-21-7,0.3,uci,O=C(NC1=Nc2c(cccc2)N1)OC
809,106-37-6,2.25,uci,Brc1ccc(cc1)Br
810,106-41-2,1.21,uci,Oc1ccc(cc1)Br
811,106-43-4,1.8,uci,Cc1ccc(cc1)Cl
812,108-36-1,2.8,uci,c1cc(cc(c1)Br)Br
813,106-46-7,2.65,uci,c1cc(ccc1Cl)Cl
814,106-47-8,0.72,uci,Nc1ccc(cc1)Cl
815,106-48-9,1.42,uci,Oc1ccc(cc1)Cl
816,1067-97-6,3.92,uci,O[Sn](CCCC)(CCCC)CCCC
817,106-93-4,0.93,uci,BrCCBr
818,107-05-1,0.5,uci,C=CCCl
819,1071-83-6,-0.3,uci,O=C([O-])CNCP(=O)(O)O
820,107-39-1,2.81,uci,CC(CC(=C)C)(C)C
821,107534-96-3,2.0,uci,OC(Cn1ncnc1)(CCc2ccc(cc2)Cl)C(C)(C)C
822,1322-93-6,0.6,uci,O=S(=O)(O)c2cc1c(cccc1C(C)C)cc2C(C)C
823,121552-61-2,2.59,uci,n1c(nc(cc1C)C2CC2)Nc3ccccc3
824,132-65-0,3.11,uci,c1c2c3c(sc2ccc1)cccc3
825,18259-05-7,4.85,uci,Clc1c(c(c(c(c1c1ccccc1)Cl)Cl)Cl)Cl
826,2051-24-3,4.24,uci,c2(c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c(c(c(c(c2Cl)Cl)Cl)Cl)Cl
827,2051-62-9,2.43,uci,Clc1ccc(cc1)c1ccccc1
828,206-44-0,3.5,uci,c1ccc2c3c1c1ccccc1c3ccc2
829,208-96-8,2.48,uci,c1cc2cccc3C=Cc(c1)c23
830,2104-64-5,2.84,uci,S=P(c1ccccc1)(Oc1ccc(cc1)[N+](=O)[O-])OCC
831,2104-96-3,2.12,uci,O(c1cc(c(cc1Cl)Br)Cl)P(OC)(OC)=S
832,210631-68-8,-0.52,uci,O=C(c1cnn(c1(O))C)c3ccc(c(C2=NOCC2)c3C)S(=O)(=O)C
833,21087-64-9,1.02,uci,CC(C)(C)C1=NN=C(N(C1=O)N)SC
834,2122-19-2,1.0,uci,N1C(NC(C)C1)=S
835,2136-99-4,5.82,uci,c2c(c(c(c1c(c(cc(c1Cl)Cl)Cl)Cl)c(c2Cl)Cl)Cl)Cl
836,21564-17-0,2.07,uci,N#CSCSC1=Nc2ccccc2S1
837,21609-90-5,3.78,uci,O(c1cc(c(cc1Cl)Br)Cl)P(OC)(c2ccccc2)=S
838,2164-17-2,1.61,uci,O=C(Nc1cccc(c1)C(F)(F)F)N(C)C
839,2173-57-1,2.87,uci,CC(COc1ccc2c(c1)cccc2)C
840,217-59-4,2.41,uci,c1cccc2c1c1ccccc1c1c2cccc1
841,218-01-9,2.24,uci,c1cc2ccccc2c2ccc3c(c12)cccc3
842,220899-03-6,2.72,uci,O=C(c1c(OC)c(OC)c(OC)cc1C)c2c(OC)ccc(c2C)Br
843,2216-69-5,2.26,uci,COc1cccc2c1cccc2
844,22224-92-6,2.04,uci,O=P(Oc1ccc(c(c1)C)SC)(OCC)NC(C)C
845,2234-13-1,2.58,uci,c12(c(c(c(c(c1Cl)Cl)Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl)
846,13286-32-3,1.51,uci,O=P(OCC)(OCC)SCc1ccccc1
847,225-11-6,2.02,uci,n1c4ccccc4(cc3c1ccc2ccccc23)
848,2255-17-6,0.44,uci,O=[N+]([O-])c1ccc(OP(=O)(OC)OC)cc1C
849,2050-76-2,1.19,uci,Oc1c(cc(c2c1cccc2)Cl)Cl
850,2050-74-0,3.79,uci,c2cc1cccc(c1c(c2)Cl)Cl
851,2050-68-2,3.58,uci,c1cc(ccc1c2ccc(cc2)Cl)Cl
852,1918-16-7,1.57,uci,O=C(N(c1ccccc1)C(C)C)CCl
853,1839-63-0,3.34,uci,CC1CC(CC(C1)C)C
854,1843-05-6,2.01,uci,O=C(c1c(cc(cc1)OCCCCCCCC)O)c1ccccc1
855,1861-32-1,3.41,uci,O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl
856,1861-40-1,3.2,uci,O=[N+]([O-])c1cc(cc(c1N(CC)CCCC)[N+](=O)[O-])C(F)(F)F
857,18708-70-8,2.6,uci,O=[N+]([O-])c1c(cc(cc1Cl)Cl)Cl
858,18854-01-8,2.74,uci,n1oc(cc1OP(OCC)(OCC)=S)c2ccccc2
859,189278-12-4,2.91,uci,O=C1c2cc(ccc2(N=C(OCCC)N1CCC))I
860,1897-45-6,1.53,uci,N#Cc1c(c(C#N)c(c(c1Cl)Cl)Cl)Cl
861,19044-88-3,1.88,uci,O=[N+]([O-])c1cc(cc(c1N(CCC)CCC)[N+](=O)[O-])S(=O)(=O)N
862,1912-24-9,0.73,uci,n1c(nc(nc1NC(C)C)Cl)NCC
863,1934-21-0,0.23,uci,O=C(O)C2=NN(C(=O)C2(N=Nc1ccc(cc1)S(=O)(=O)O))c3ccc(cc3)S(=O)(=O)O
864,2050-67-1,2.63,uci,Clc1cccc(c1)c1cccc(c1)Cl
865,19408-74-3,3.92,uci,O1c3cc(c(c(c3(Oc2c1cc(c(c2Cl)Cl)Cl))Cl)Cl)Cl
866,1945-53-5,1.4,uci,O=C(O)C2(C)(CCCC3(C1=C(C=C(CC1)C(C)C)CCC23)(C))
867,19666-30-9,2.49,uci,O=C1OC(=NN1c2cc(OC(C)C)c(cc2Cl)Cl)C(C)(C)C
868,19780-74-6,3.43,uci,CCCCC(CCC=C)CC
869,198-55-0,2.38,uci,c1ccc2c3c1c1c4c(cccc4ccc1)c3ccc2
870,20020-02-4,3.52,uci,Clc1c(c(c(c2c1cccc2)Cl)Cl)Cl
871,2008-41-5,2.61,uci,O=C(N(CC(C)C)CC(C)C)SCC
872,2027-17-0,4.11,uci,c1ccc2cc(ccc2(c1))C(C)C
873,2032-65-7,1.88,uci,O=C(Oc1cc(c(c(c1)C)SC)C)NC
874,2042-14-0,1.02,uci,Cc1ccc(cc1[N+](=O)[O-])O
875,226-36-8,2.03,uci,n3c5ccc1ccccc1c5(cc4ccc2ccccc2c34)
876,22907-72-8,3.5,uci,CC(C1CCC(CC1)C(C)C)C
877,23031-36-9,3.06,uci,C#CCC1=C(C)C(CC1=O)OC(=O)[C@H]1[C@@H](C1(C)C)C=C(C)C
878,2642-71-9,2.27,uci,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1
879,2581-34-2,1.16,uci,Cc1cc(ccc1[N+](=O)[O-])O
880,2593-15-9,2.22,uci,n1c(nsc1OCC)C(Cl)(Cl)Cl
881,26002-80-2,2.62,uci,CC(=CC1C(C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)C
882,26087-47-8,0.97,uci,O=P(OC(C)C)(OC(C)C)SCc1ccccc1
883,260-94-6,2.25,uci,n1c3ccccc3(cc2ccccc12)
884,26225-79-6,2.16,uci,O=S(=O)(Oc1ccc2OC(OCC)C(c2(c1))(C)C)C
885,26259-45-0,1.2,uci,CCNc1nc(NC(CC)C)nc(n1)OC
886,26306-61-6,1.95,uci,O(c1ccc(N)cc1)c2c(cc(cc2Cl)Cl)Cl
887,2631-40-5,0.82,uci,CC(c1ccccc1OC(=O)NC)C
888,2636-26-2,1.56,uci,N#Cc1ccc(OP(OC)(OC)=S)cc1
889,26444-49-5,2.51,uci,O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3C
890,25567-40-2,2.87,uci,Cc1ccc(c(c1)C(C)(C)C)O
891,26530-20-1,2.22,uci,O=C1C=CSN1CCCCCCCC
892,26545-58-4,1.0,uci,O=S(=O)(O)c2cccc1cc(ccc12)Cc4ccc3c(cccc3S(=O)(=O)O)c4
893,2655-14-3,0.35,uci,Cc1cc(cc(c1)OC(=O)NC)C
894,26603-23-6,1.54,uci,c1cc(ccc1Nc2ccc(cc2)CCCCCCCC)CCCCCCCC
895,26630-87-5,1.22,uci,O=C(c1ccccc1)Nc1c(ccc(c1)N(CCOC(=O)C)CCOC(=O)C)N=NC1=Nc2ccc(cc2S1)Cl
896,26644-46-2,0.0,uci,O=CNC(N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
897,2668-24-8,2.07,uci,Oc1c(OC)cc(c(c1Cl)Cl)Cl
898,2668-47-5,3.88,uci,Oc1c(cc(cc1C(C)(C)C)c1ccccc1)C(C)(C)C
